name,zone,club,grade,title,last_played,player_key,profile_url
James Golding,W1,NA,2127,NA,2023-05-09,w1 james golding,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20james%20golding
Tom Brown,E1,NA,2116,NA,2023-05-29,e1 tom brown,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20tom%20brown
David J James,N1,NA,2116,FM,2023-04-17,n1 david j james,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20david%20j%20james
Lloyd Powell,G1,NA,2108,NA,2023-05-21,g1 lloyd powell,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20lloyd%20powell
John Fletcher,E1,NA,2101,NA,2023-05-01,e1 john fletcher,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20john%20fletcher
Alex Freeland,E1,NA,2094,NA,2023-05-01,e1 alex freeland,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20alex%20freeland
James Lavender,G1,NA,2092,NA,2023-05-24,g1 james lavender,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20james%20lavender
Alan Young,W1,NA,2092,NA,2023-05-01,w1 alan young,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20alan%20young
Pete Heaven,E1,NA,2084,NA,2023-05-17,e1 pete heaven,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20pete%20heaven
Joe Fathallah,E1,NA,2081,NA,2023-05-09,e1 joe fathallah,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20joe%20fathallah
Thomas Thorpe,G1,NA,2081,NA,2023-04-25,g1 thomas thorpe,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20thomas%20thorpe
Peter A Richmond,G1,NA,2079,NA,NA,g1 peter a richmond,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20peter%20a%20richmond
William Hewitt,W1,NA,2071,NA,2023-05-21,w1 william hewitt,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20william%20hewitt
Gareth Yeo,E1,NA,2065,NA,NA,e1 gareth yeo,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20gareth%20yeo
Thomas van Veelan,W1,NA,2065,NA,NA,w1 thomas van veelan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20thomas%20van%20veelan
Sam Jukes,E1,NA,2061,NA,2023-05-28,e1 sam jukes,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20sam%20jukes
Michael Vidler,N1,NA,2058,NA,2023-01-31,n1 michael vidler,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20michael%20vidler
Ifan Rathbone-Jones,N1,NA,2051,NA,2023-05-21,n1 ifan rathbone-jones,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20ifan%20rathbone-jones
Jason Garcia,W1,NA,2048,NA,2023-06-05,w1 jason garcia,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20jason%20garcia
Allan Pleasants,E1,NA,2048,NA,2023-05-22,e1 allan pleasants,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20allan%20pleasants
Steve Curtis,E1,NA,2042,NA,NA,e1 steve curtis,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20steve%20curtis
Nigel Ralphs,E1,NA,2041,NA,2023-04-24,e1 nigel ralphs,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20nigel%20ralphs
Derek Jones,E1,NA,2039,NA,NA,e1 derek jones,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20derek%20jones
Matt Staniforth,E1,NA,2037,NA,NA,e1 matt staniforth,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20matt%20staniforth
Nicholas Evans,W1,NA,2036,NA,2023-03-15,w1 nicholas evans,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20nicholas%20evans
Piotr Swiech,N1,NA,2036,NA,NA,n1 piotr swiech,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20piotr%20swiech
Paul Hatchett,E1,NA,2035,NA,2023-06-17,e1 paul hatchett,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20paul%20hatchett
David L Roberts,E1,NA,2035,NA,2023-05-29,e1 david l roberts,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20david%20l%20roberts
Jonathan Gilbert,G1,NA,2034,NA,2023-05-14,g1 jonathan gilbert,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20jonathan%20gilbert
Rudy van Kemenade,N1,NA,2034,NA,2023-06-15,n1 rudy van kemenade,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20rudy%20van%20kemenade
Robert G Clark,N1,NA,2033,NA,2023-05-08,n1 robert g clark,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20robert%20g%20clark
Pat Bennett,N1,NA,2026,NA,2023-02-23,n1 pat bennett,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20pat%20bennett
David Perrett,E1,NA,2026,NA,2023-05-21,e1 david perrett,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20david%20perrett
Frank May,G1,NA,2023,NA,2023-03-12,g1 frank may,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20frank%20may
John Shakespeare,N1,NA,2023,NA,2023-05-02,n1 john shakespeare,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20john%20shakespeare
Jonathan James,E1,NA,2019,NA,2023-05-22,e1 jonathan james,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20jonathan%20james
John Waterfield,G1,NA,2016,NA,NA,g1 john waterfield,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20john%20waterfield
Moss McCarthy,W1,NA,2015,NA,2023-05-31,w1 moss mccarthy,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20moss%20mccarthy
Hugo Fowler,G1,NA,2014,NA,2023-02-18,g1 hugo fowler,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20hugo%20fowler
John D Thornton,E1,NA,2014,NA,NA,e1 john d thornton,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20john%20d%20thornton
Ben Thomas,E1,NA,2011,NA,NA,e1 ben thomas,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20ben%20thomas
Kevin Evans,E1,NA,2010,NA,NA,e1 kevin evans,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20kevin%20evans
John E Syner,N1,NA,2009,NA,2023-03-27,n1 john e syner,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20john%20e%20syner
James Tapp,E1,NA,2007,NA,2023-04-23,e1 james tapp,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20james%20tapp
Ayodele Sadiq,E1,NA,2006,NA,2023-04-10,e1 ayodele sadiq,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20ayodele%20sadiq
Rob Saunders,W1,NA,2006,NA,2023-03-29,w1 rob saunders,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20rob%20saunders
Douglas Spencer,G1,NA,1993,NA,NA,g1 douglas spencer,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20douglas%20spencer
Andrew Gibbons,W1,NA,1992,NA,2023-05-31,w1 andrew gibbons,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20andrew%20gibbons
James Thomas,E1,NA,1991,NA,NA,e1 james thomas,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20james%20thomas
John Trevelyan,E1,NA,1991,NA,2023-05-01,e1 john trevelyan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20john%20trevelyan
Ian Jones,W1,NA,1990,NA,2023-03-29,w1 ian jones,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20ian%20jones
David Tomboline,E1,NA,1990,NA,2023-05-01,e1 david tomboline,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20david%20tomboline
Raymond Pearson,N1,NA,1982,NA,NA,n1 raymond pearson,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20raymond%20pearson
Owen S Phillips,G1,NA,1982,NA,2023-06-10,g1 owen s phillips,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20owen%20s%20phillips
Anezka Vlkova,E1,NA,1982,NA,2023-05-21,e1 anezka vlkova,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20anezka%20vlkova
Peter Davies,E1,NA,1975,NA,2023-05-01,e1 peter davies,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20peter%20davies
Leslie Blohm,G1,NA,1971,NA,2023-05-07,g1 leslie blohm,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20leslie%20blohm
Mark Adams,G1,NA,1968,NA,2023-04-24,g1 mark adams,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20mark%20adams
Richard Miles,G1,NA,1965,NA,2023-06-21,g1 richard miles,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20richard%20miles
Venetia Sivarajasingam,E1,NA,1963,WCM,NA,e1 venetia sivarajasingam,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20venetia%20sivarajasingam
Nigel Saunders,G1,NA,1960,NA,2023-06-28,g1 nigel saunders,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20nigel%20saunders
Roger Bennett,D1,NA,1957,NA,NA,d1 roger bennett,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=d1%20roger%20bennett
David Llewellyn,E1,NA,1956,NA,2023-06-27,e1 david llewellyn,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20david%20llewellyn
Cliff Rice,N1,NA,1956,NA,2023-06-21,n1 cliff rice,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20cliff%20rice
Charles Higgie,N1,NA,1954,NA,2023-05-18,n1 charles higgie,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20charles%20higgie
Dave Turner,G1,NA,1954,NA,2023-05-14,g1 dave turner,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20dave%20turner
Benjamin Choo Yin,E1,NA,1953,NA,2023-04-18,e1 benjamin choo yin,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20benjamin%20choo%20yin
Matthew Davies,E1,NA,1952,NA,2023-05-10,e1 matthew davies,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20matthew%20davies
Mark Bastow,N1,NA,1951,NA,NA,n1 mark bastow,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20mark%20bastow
Luis Navarro,D1,NA,1950,NA,NA,d1 luis navarro,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=d1%20luis%20navarro
Luis Sanchez,D1,NA,1950,NA,2023-06-01,d1 luis sanchez,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=d1%20luis%20sanchez
Lee Davis,E1,NA,1944,NA,2023-05-24,e1 lee davis,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20lee%20davis
Barbara Graczyk-Gibiec,E1,NA,1929,NA,2023-05-07,e1 barbara graczyk-gibiec,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20barbara%20graczyk-gibiec
Chirag Guha,E1,NA,1929,NA,2023-04-10,e1 chirag guha,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20chirag%20guha
Adam Watkin-Jones,D1,NA,1918,NA,2023-06-01,d1 adam watkin-jones,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=d1%20adam%20watkin-jones
Mark Thomas,W1,NA,1916,NA,2023-05-31,w1 mark thomas,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20mark%20thomas
Kabir Singh,E1,NA,1913,NA,2023-04-23,e1 kabir singh,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20kabir%20singh
Benedict Kirdinen,E1,NA,1912,NA,NA,e1 benedict kirdinen,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20benedict%20kirdinen
Daniel Wilmot,E1,NA,1912,NA,2023-05-17,e1 daniel wilmot,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20daniel%20wilmot
Yogesh Shelgaonkar,E1,NA,1910,NA,NA,e1 yogesh shelgaonkar,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20yogesh%20shelgaonkar
Adam May,W1,NA,1908,NA,2023-05-31,w1 adam may,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20adam%20may
Steve Cunliffe,E1,NA,1907,NA,2023-06-19,e1 steve cunliffe,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20steve%20cunliffe
Benjamin Oh,E1,NA,1905,NA,NA,e1 benjamin oh,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20benjamin%20oh
Elliott MacNeil,E1,NA,1902,NA,2023-05-04,e1 elliott macneil,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20elliott%20macneil
Celso Bettencourt Pinto,E1,NA,1901,NA,NA,e1 celso bettencourt pinto,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20celso%20bettencourt%20pinto
Anthony Hughes,G1,NA,1897,CM,2023-06-29,g1 anthony hughes,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20anthony%20hughes
Huw Morcom,D1,NA,1896,NA,NA,d1 huw morcom,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=d1%20huw%20morcom
Calum Harris,E1,NA,1891,NA,2023-04-10,e1 calum harris,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20calum%20harris
Chris Boyd,N1,NA,1890,NA,NA,n1 chris boyd,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20chris%20boyd
Shayanna Sivarajasingam,E1,NA,1890,WCM,NA,e1 shayanna sivarajasingam,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20shayanna%20sivarajasingam
Edward Donovan,E1,NA,1884,NA,2023-05-09,e1 edward donovan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20edward%20donovan
Louis Jamieson,E1,NA,1884,NA,NA,e1 louis jamieson,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20louis%20jamieson
Duncan MacDonald,E1,NA,1880,NA,2023-06-20,e1 duncan macdonald,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20duncan%20macdonald
Robert Taylor,G1,NA,1880,NA,2023-02-01,g1 robert taylor,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20robert%20taylor
Tom Winfield,E1,NA,1880,NA,NA,e1 tom winfield,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20tom%20winfield
David Vaughan,G1,NA,1879,NA,2023-05-04,g1 david vaughan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20david%20vaughan
Richard Batey,G1,NA,1876,NA,2023-04-25,g1 richard batey,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20richard%20batey
James Coates,N1,NA,1875,NA,NA,n1 james coates,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20james%20coates
Jonathan Kell,E1,NA,1875,NA,NA,e1 jonathan kell,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20jonathan%20kell
Charles Summers,E1,NA,1872,NA,NA,e1 charles summers,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20charles%20summers
Peter Bevan,W1,NA,1870,NA,2023-05-31,w1 peter bevan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20peter%20bevan
Richard Burton,N1,NA,1869,NA,NA,n1 richard burton,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20richard%20burton
Zane Allford,G1,NA,1868,NA,2023-06-21,g1 zane allford,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20zane%20allford
Steve Smith,W1,NA,1868,NA,2023-05-09,w1 steve smith,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20steve%20smith
Dillan Duke,G1,NA,1866,NA,2023-03-12,g1 dillan duke,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20dillan%20duke
David Guy,W1,NA,1866,NA,2023-04-19,w1 david guy,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20david%20guy
David Robinson,E1,NA,1859,NA,2023-05-22,e1 david robinson,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20david%20robinson
Derek Smith,E1,NA,1858,NA,NA,e1 derek smith,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20derek%20smith
Lynda Smith,G1,NA,1855,WCM,2023-05-04,g1 lynda smith,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20lynda%20smith
Ray J Holland,N1,NA,1853,NA,2023-05-02,n1 ray j holland,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20ray%20j%20holland
Hywel Griffiths,W1,NA,1852,NA,2023-05-09,w1 hywel griffiths,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20hywel%20griffiths
Gareth Ellis,N1,NA,1848,NA,2023-04-25,n1 gareth ellis,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20gareth%20ellis
Dai James,E1,NA,1848,NA,2023-05-21,e1 dai james,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20dai%20james
John McGregor,E1,NA,1847,NA,2023-06-27,e1 john mcgregor,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20john%20mcgregor
Alan Keene,G1,NA,1845,NA,2023-05-21,g1 alan keene,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20alan%20keene
Jake Hurley,E1,NA,1841,NA,2023-05-09,e1 jake hurley,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20jake%20hurley
Georgi Korovski,E1,NA,1841,NA,2023-05-07,e1 georgi korovski,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20georgi%20korovski
Callum Davies,E1,NA,1838,NA,2023-05-05,e1 callum davies,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20callum%20davies
Ian Eustis,W1,NA,1838,NA,2023-05-21,w1 ian eustis,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20ian%20eustis
Gary Thomas,N1,NA,1831,NA,NA,n1 gary thomas,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20gary%20thomas
Susanna Fraser,E1,NA,1828,NA,NA,e1 susanna fraser,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20susanna%20fraser
Andrew Di-Vetta,E1,NA,1827,NA,2023-02-05,e1 andrew di-vetta,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20andrew%20di-vetta
Liam Penny,E1,NA,1823,NA,2023-06-27,e1 liam penny,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20liam%20penny
Peter Quinn,E1,NA,1823,NA,2023-05-21,e1 peter quinn,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20peter%20quinn
Ryan Cheung,E1,NA,1818,NA,NA,e1 ryan cheung,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20ryan%20cheung
William Phillips,G1,NA,1817,NA,2023-06-28,g1 william phillips,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=g1%20william%20phillips
Chris Howells,E1,NA,1814,NA,NA,e1 chris howells,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20chris%20howells
Reginald Mba,E1,NA,1811,NA,2023-05-24,e1 reginald mba,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20reginald%20mba
Roy Thomas,E1,NA,1810,NA,2023-03-12,e1 roy thomas,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=e1%20roy%20thomas
Duncan Williams,W1,NA,1810,NA,2023-05-23,w1 duncan williams,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=w1%20duncan%20williams
Vaness Reid,N1,NA,1809,NA,NA,n1 vaness reid,https://www.welshchessunion.uk/Grading/xarchive/JanJune2023/playerDetailView.php?key=n1%20vaness%20reid
