name,zone,club,grade,title,last_played,player_key,profile_url
Allan Pleasants,E1,NA,2112,NA,2022-12-15,e1 allan pleasants,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20allan%20pleasants
Lloyd Powell,G1,NA,2108,NA,NA,g1 lloyd powell,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20lloyd%20powell
John Fletcher,E1,NA,2106,NA,2022-12-10,e1 john fletcher,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20john%20fletcher
Pete Heaven,E1,NA,2102,NA,2022-12-20,e1 pete heaven,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20pete%20heaven
Alex Freeland,E1,NA,2098,NA,2022-10-23,e1 alex freeland,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20alex%20freeland
Alan Young,W1,NA,2092,NA,2023-01-09,w1 alan young,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20alan%20young
Thomas Thorpe,G1,NA,2081,NA,NA,g1 thomas thorpe,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20thomas%20thorpe
James Lavender,G1,NA,2078,NA,2022-12-20,g1 james lavender,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20james%20lavender
Peter A Richmond,G1,NA,2078,NA,2022-11-06,g1 peter a richmond,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20peter%20a%20richmond
Joe Fathallah,E1,NA,2075,NA,2022-12-18,e1 joe fathallah,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20joe%20fathallah
Jonathan Gilbert,G1,NA,2073,NA,2022-12-20,g1 jonathan gilbert,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20jonathan%20gilbert
William Hewitt,W1,NA,2071,NA,2023-01-04,w1 william hewitt,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20william%20hewitt
Ifan Rathbone-Jones,N1,NA,2065,NA,2022-10-16,n1 ifan rathbone-jones,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20ifan%20rathbone-jones
Gareth Yeo,E1,NA,2065,NA,NA,e1 gareth yeo,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20gareth%20yeo
Thomas van Veelan,W1,NA,2065,NA,NA,w1 thomas van veelan,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20thomas%20van%20veelan
Michael Vidler,N1,NA,2062,NA,2022-11-01,n1 michael vidler,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20michael%20vidler
John Waterfield,G1,NA,2061,NA,2022-12-15,g1 john waterfield,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20john%20waterfield
Paul Hatchett,E1,NA,2057,NA,2022-11-06,e1 paul hatchett,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20paul%20hatchett
John Trevelyan,E1,NA,2057,NA,2022-11-06,e1 john trevelyan,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20john%20trevelyan
Jason Garcia,W1,NA,2048,NA,2023-01-09,w1 jason garcia,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20jason%20garcia
Pat Bennett,N1,NA,2047,NA,2022-08-20,n1 pat bennett,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20pat%20bennett
Steve Curtis,E1,NA,2042,NA,NA,e1 steve curtis,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20steve%20curtis
Derek Jones,E1,NA,2039,NA,NA,e1 derek jones,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20derek%20jones
Nigel Ralphs,E1,NA,2037,NA,2022-12-14,e1 nigel ralphs,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20nigel%20ralphs
Nicholas Evans,W1,NA,2036,NA,2023-01-04,w1 nicholas evans,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20nicholas%20evans
Piotr Swiech,N1,NA,2036,NA,NA,n1 piotr swiech,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20piotr%20swiech
David L Roberts,E1,NA,2035,NA,NA,e1 david l roberts,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20david%20l%20roberts
James Thomas,E1,NA,2032,NA,2022-09-04,e1 james thomas,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20james%20thomas
John Shakespeare,N1,NA,2029,NA,2022-11-28,n1 john shakespeare,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20john%20shakespeare
Sam Jukes,E1,NA,2028,NA,2023-01-06,e1 sam jukes,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20sam%20jukes
Frank May,G1,NA,2023,NA,NA,g1 frank may,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20frank%20may
David Perrett,E1,NA,2019,NA,2022-11-06,e1 david perrett,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20david%20perrett
Moss McCarthy,W1,NA,2015,NA,2023-01-09,w1 moss mccarthy,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20moss%20mccarthy
Matt Staniforth,E1,NA,2015,NA,2022-10-09,e1 matt staniforth,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20matt%20staniforth
John D Thornton,E1,NA,2014,NA,NA,e1 john d thornton,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20john%20d%20thornton
Jonathan James,E1,NA,2013,NA,2022-12-06,e1 jonathan james,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20jonathan%20james
Hugo Fowler,G1,NA,2012,NA,2022-11-28,g1 hugo fowler,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20hugo%20fowler
Lee Davis,E1,NA,2011,NA,2022-11-26,e1 lee davis,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20lee%20davis
Ben Thomas,E1,NA,2011,NA,NA,e1 ben thomas,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20ben%20thomas
Kevin Evans,E1,NA,2010,NA,NA,e1 kevin evans,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20kevin%20evans
John E Syner,N1,NA,2009,NA,NA,n1 john e syner,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20john%20e%20syner
Rob Saunders,W1,NA,2006,NA,2023-01-09,w1 rob saunders,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20rob%20saunders
Peter Davies,E1,NA,2000,NA,2022-11-06,e1 peter davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20peter%20davies
Ayodele Sadiq,E1,NA,2000,NA,2022-12-19,e1 ayodele sadiq,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20ayodele%20sadiq
James Tapp,E1,NA,2000,NA,2022-12-19,e1 james tapp,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20james%20tapp
Rudy van Kemenade,N1,NA,1997,NA,2022-12-08,n1 rudy van kemenade,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20rudy%20van%20kemenade
Nigel Saunders,G1,NA,1994,NA,2022-11-30,g1 nigel saunders,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20nigel%20saunders
Douglas Spencer,G1,NA,1993,NA,NA,g1 douglas spencer,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20douglas%20spencer
Andrew Gibbons,W1,NA,1992,NA,2023-01-09,w1 andrew gibbons,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20andrew%20gibbons
Ian Jones,W1,NA,1990,NA,NA,w1 ian jones,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20ian%20jones
David Tomboline,E1,NA,1990,NA,NA,e1 david tomboline,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20david%20tomboline
Chirag Guha,E1,NA,1986,NA,2022-07-21,e1 chirag guha,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20chirag%20guha
Matthew Parry,G1,NA,1983,NA,NA,g1 matthew parry,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20matthew%20parry
Raymond Pearson,N1,NA,1982,NA,NA,n1 raymond pearson,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20raymond%20pearson
Owen S Phillips,G1,NA,1982,NA,2022-11-26,g1 owen s phillips,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20owen%20s%20phillips
Leslie Blohm,G1,NA,1980,NA,2022-11-09,g1 leslie blohm,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20leslie%20blohm
Charles Higgie,N1,NA,1972,NA,2022-12-08,n1 charles higgie,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20charles%20higgie
Matthew Davies,E1,NA,1969,NA,2022-12-19,e1 matthew davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20matthew%20davies
Dave Turner,G1,NA,1968,NA,2022-12-20,g1 dave turner,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20dave%20turner
Venetia Sivarajasingam,E1,NA,1963,WCM,NA,e1 venetia sivarajasingam,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20venetia%20sivarajasingam
Anezka Vlkova,E1,NA,1962,NA,2022-12-14,e1 anezka vlkova,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20anezka%20vlkova
Richard Miles,G1,NA,1961,NA,2022-11-30,g1 richard miles,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20richard%20miles
Roger Bennett,D1,NA,1957,NA,NA,d1 roger bennett,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=d1%20roger%20bennett
Cliff Rice,N1,NA,1956,NA,NA,n1 cliff rice,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20cliff%20rice
Benjamin Choo Yin,E1,NA,1953,NA,NA,e1 benjamin choo yin,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20benjamin%20choo%20yin
Mark Bastow,N1,NA,1951,NA,NA,n1 mark bastow,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20mark%20bastow
Andrew Di-Vetta,E1,NA,1943,NA,2022-08-13,e1 andrew di-vetta,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20andrew%20di-vetta
Anthony Hughes,G1,NA,1932,CM,2022-11-06,g1 anthony hughes,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20anthony%20hughes
Barbara Graczyk-Gibiec,E1,NA,1928,NA,2022-11-30,e1 barbara graczyk-gibiec,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20barbara%20graczyk-gibiec
Daniel Wilmot,E1,NA,1928,NA,2022-12-14,e1 daniel wilmot,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20daniel%20wilmot
Mark Adams,G1,NA,1927,NA,2022-11-30,g1 mark adams,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20mark%20adams
Calum Harris,E1,NA,1925,NA,2022-09-07,e1 calum harris,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20calum%20harris
Adam Watkin-Jones,D1,NA,1918,NA,NA,d1 adam watkin-jones,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=d1%20adam%20watkin-jones
Mark Thomas,W1,NA,1916,NA,2023-01-09,w1 mark thomas,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20mark%20thomas
Celso Bettencourt Pinto,E1,NA,1911,NA,2022-11-27,e1 celso bettencourt pinto,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20celso%20bettencourt%20pinto
Imogen Camp,N1,NA,1908,WCM,NA,n1 imogen camp,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20imogen%20camp
Adam May,W1,NA,1908,NA,2023-01-09,w1 adam may,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20adam%20may
Steve Cunliffe,E1,NA,1907,NA,NA,e1 steve cunliffe,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20steve%20cunliffe
Benjamin Oh,E1,NA,1905,NA,NA,e1 benjamin oh,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20benjamin%20oh
David Vaughan,G1,NA,1904,NA,2022-11-30,g1 david vaughan,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20david%20vaughan
Louis Jamieson,E1,NA,1900,NA,2022-10-25,e1 louis jamieson,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20louis%20jamieson
Benedict Kirdinen,E1,NA,1900,NA,2022-11-27,e1 benedict kirdinen,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20benedict%20kirdinen
Yogesh Shelgaonkar,E1,NA,1900,NA,2022-12-19,e1 yogesh shelgaonkar,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20yogesh%20shelgaonkar
Kabir Singh,E1,NA,1900,NA,2022-12-11,e1 kabir singh,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20kabir%20singh
David Llewellyn,E1,NA,1899,NA,2022-12-14,e1 david llewellyn,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20david%20llewellyn
Elliott MacNeil,E1,NA,1896,NA,2022-12-08,e1 elliott macneil,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20elliott%20macneil
Huw Morcom,D1,NA,1896,NA,NA,d1 huw morcom,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=d1%20huw%20morcom
Dai James,E1,NA,1892,NA,2022-12-12,e1 dai james,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20dai%20james
Chris Boyd,N1,NA,1890,NA,NA,n1 chris boyd,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20chris%20boyd
Shayanna Sivarajasingam,E1,NA,1890,WCM,NA,e1 shayanna sivarajasingam,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20shayanna%20sivarajasingam
Zane Allford,G1,NA,1888,NA,2022-11-30,g1 zane allford,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20zane%20allford
Duncan MacDonald,E1,NA,1882,NA,2022-12-20,e1 duncan macdonald,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20duncan%20macdonald
Edward Donovan,E1,NA,1880,NA,2022-12-14,e1 edward donovan,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20edward%20donovan
Tom Winfield,E1,NA,1880,NA,NA,e1 tom winfield,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20tom%20winfield
Jonathan Kell,E1,NA,1875,NA,NA,e1 jonathan kell,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20jonathan%20kell
Charles Summers,E1,NA,1872,NA,NA,e1 charles summers,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20charles%20summers
Peter Bevan,W1,NA,1870,NA,2023-01-09,w1 peter bevan,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20peter%20bevan
Richard Burton,N1,NA,1869,NA,NA,n1 richard burton,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20richard%20burton
James Coates,N1,NA,1869,NA,2022-11-08,n1 james coates,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20james%20coates
Steve Smith,W1,NA,1868,NA,2023-01-03,w1 steve smith,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20steve%20smith
Philip French,G1,NA,1867,NA,NA,g1 philip french,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20philip%20french
David Guy,W1,NA,1866,NA,NA,w1 david guy,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20david%20guy
Ray J Holland,N1,NA,1860,NA,2022-12-06,n1 ray j holland,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20ray%20j%20holland
Lynda Smith,G1,NA,1859,WCM,2022-12-08,g1 lynda smith,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20lynda%20smith
Derek Smith,E1,NA,1858,NA,NA,e1 derek smith,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20derek%20smith
Robert Taylor,G1,NA,1856,NA,2022-11-20,g1 robert taylor,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20robert%20taylor
Gareth Ellis,N1,NA,1852,NA,2022-09-13,n1 gareth ellis,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20gareth%20ellis
Hywel Griffiths,W1,NA,1852,NA,2023-01-03,w1 hywel griffiths,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20hywel%20griffiths
David Robinson,E1,NA,1851,NA,2022-11-21,e1 david robinson,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20david%20robinson
Callum Davies,E1,NA,1850,NA,2022-12-19,e1 callum davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20callum%20davies
Richard Batey,G1,NA,1849,NA,2022-11-21,g1 richard batey,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20richard%20batey
John McGregor,E1,NA,1848,NA,2022-12-06,e1 john mcgregor,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20john%20mcgregor
Alan Keene,G1,NA,1840,NA,2022-10-19,g1 alan keene,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=g1%20alan%20keene
Ian Eustis,W1,NA,1838,NA,2023-01-04,w1 ian eustis,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20ian%20eustis
Jake Hurley,E1,NA,1838,NA,2022-12-11,e1 jake hurley,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20jake%20hurley
Gary Thomas,N1,NA,1831,NA,NA,n1 gary thomas,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20gary%20thomas
Susanna Fraser,E1,NA,1828,NA,NA,e1 susanna fraser,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20susanna%20fraser
Gwyn Havard,E1,NA,1826,NA,2022-11-28,e1 gwyn havard,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20gwyn%20havard
Will G Williams,N1,NA,1826,NA,2022-11-15,n1 will g williams,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20will%20g%20williams
Georgi Korovski,E1,NA,1824,NA,2022-12-19,e1 georgi korovski,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20georgi%20korovski
Ryan Cheung,E1,NA,1818,NA,NA,e1 ryan cheung,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20ryan%20cheung
Chris Howells,E1,NA,1814,NA,NA,e1 chris howells,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20chris%20howells
Liam Penny,E1,NA,1813,NA,2022-12-14,e1 liam penny,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20liam%20penny
Duncan Williams,W1,NA,1810,NA,NA,w1 duncan williams,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20duncan%20williams
Vaness Reid,N1,NA,1809,NA,NA,n1 vaness reid,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=n1%20vaness%20reid
Joshua McKenna,E1,NA,1805,NA,2022-07-12,e1 joshua mckenna,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20joshua%20mckenna
Bob Moore,W1,NA,1802,NA,2023-01-04,w1 bob moore,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=w1%20bob%20moore
Ferdinand Kramse,E1,NA,1800,NA,2022-11-27,e1 ferdinand kramse,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2022/playerDetailView.php?key=e1%20ferdinand%20kramse
